price,quantity,type,timestamp
38978000,0.0891,0,04/28 18:01:11
38977000,0.0052,0,04/28 18:01:11
38976000,0.0695,0,04/28 18:01:11
38975000,0.0588,0,04/28 18:01:11
38994000,0.1359,1,04/28 18:01:11
38995000,0.0935,1,04/28 18:01:11
38997000,0.0888,1,04/28 18:01:11
38998000,0.0493,1,04/28 18:01:11
38999000,0.0084,1,04/28 18:01:11
38979000,0.0647,0,04/28 18:01:12
38978000,0.0891,0,04/28 18:01:12
38977000,0.0052,0,04/28 18:01:12
38976000,0.0695,0,04/28 18:01:12
38975000,0.0588,0,04/28 18:01:12
38994000,0.1359,1,04/28 18:01:12
38995000,0.0935,1,04/28 18:01:12
38997000,0.0888,1,04/28 18:01:12
38998000,0.0493,1,04/28 18:01:12
38999000,0.0084,1,04/28 18:01:12
38979000,0.0647,0,04/28 18:01:13
38978000,0.0891,0,04/28 18:01:13
38977000,0.0052,0,04/28 18:01:13
38976000,0.0695,0,04/28 18:01:13
38975000,0.0588,0,04/28 18:01:13
38994000,0.0763,1,04/28 18:01:13
38995000,0.0935,1,04/28 18:01:13
38997000,0.0888,1,04/28 18:01:13
38998000,0.0493,1,04/28 18:01:13
38999000,0.0084,1,04/28 18:01:13
38989000,0.0023,0,04/28 18:01:14
38983000,0.0605,0,04/28 18:01:14
38981000,0.0846,0,04/28 18:01:14
38979000,0.0647,0,04/28 18:01:14
38978000,0.0891,0,04/28 18:01:14
38994000,0.0523,1,04/28 18:01:14
38995000,0.0319,1,04/28 18:01:14
38997000,0.0888,1,04/28 18:01:14
38998000,0.0493,1,04/28 18:01:14
38999000,0.0084,1,04/28 18:01:14
38989000,0.0023,0,04/28 18:01:16
38987000,0.0648,0,04/28 18:01:16
38985000,0.0839,0,04/28 18:01:16
38981000,0.1237,0,04/28 18:01:16
38980000,0.0081,0,04/28 18:01:16
38998000,0.0493,1,04/28 18:01:16
39000000,0.6628,1,04/28 18:01:16
39001000,0.0054,1,04/28 18:01:16
39004000,0.1096,1,04/28 18:01:16
39005000,0.0317,1,04/28 18:01:16
38991000,0.1004,0,04/28 18:01:17
38990000,0.0864,0,04/28 18:01:17
38989000,0.0861,0,04/28 18:01:17
38988000,0.0083,0,04/28 18:01:17
38985000,0.1475,0,04/28 18:01:17
39000000,0.5367,1,04/28 18:01:17
39001000,0.0054,1,04/28 18:01:17
39004000,0.1096,1,04/28 18:01:17
39005000,0.0317,1,04/28 18:01:17
39007000,0.0092,1,04/28 18:01:17
38991000,0.1004,0,04/28 18:01:18
38990000,0.0864,0,04/28 18:01:18
38989000,0.0861,0,04/28 18:01:18
38988000,0.0083,0,04/28 18:01:18
38985000,0.1475,0,04/28 18:01:18
39000000,0.5367,1,04/28 18:01:18
39001000,0.0054,1,04/28 18:01:18
39004000,0.1096,1,04/28 18:01:18
39005000,0.0317,1,04/28 18:01:18
39007000,0.0092,1,04/28 18:01:18
38995000,0.15,0,04/28 18:01:19
38991000,0.1004,0,04/28 18:01:19
38990000,0.0864,0,04/28 18:01:19
38989000,0.0887,0,04/28 18:01:19
38988000,0.0083,0,04/28 18:01:19
39000000,0.5367,1,04/28 18:01:19
39001000,0.0054,1,04/28 18:01:19
39004000,0.1096,1,04/28 18:01:19
39005000,0.0317,1,04/28 18:01:19
39007000,0.0092,1,04/28 18:01:19
38991000,0.0616,0,04/28 18:01:20
38990000,0.0864,0,04/28 18:01:20
38989000,0.0887,0,04/28 18:01:20
38988000,0.0083,0,04/28 18:01:20
38985000,0.1475,0,04/28 18:01:20
39000000,0.5367,1,04/28 18:01:20
39001000,0.0054,1,04/28 18:01:20
39004000,0.1096,1,04/28 18:01:20
39005000,0.0317,1,04/28 18:01:20
39006000,0.0836,1,04/28 18:01:20
38991000,0.0616,0,04/28 18:01:21
38990000,0.0864,0,04/28 18:01:21
38989000,0.0887,0,04/28 18:01:21
38988000,0.0083,0,04/28 18:01:21
38985000,0.1475,0,04/28 18:01:21
39000000,0.5367,1,04/28 18:01:21
39001000,0.0054,1,04/28 18:01:21
39004000,0.1096,1,04/28 18:01:21
39005000,0.0317,1,04/28 18:01:21
39006000,0.0836,1,04/28 18:01:21
38991000,0.0537,0,04/28 18:01:22
38990000,0.0864,0,04/28 18:01:22
38989000,0.0887,0,04/28 18:01:22
38988000,0.0083,0,04/28 18:01:22
38985000,0.1475,0,04/28 18:01:22
39000000,0.5367,1,04/28 18:01:22
39001000,0.0054,1,04/28 18:01:22
39004000,0.1096,1,04/28 18:01:22
39005000,0.0317,1,04/28 18:01:22
39006000,0.0836,1,04/28 18:01:22
38991000,0.093,0,04/28 18:01:23
38990000,0.0864,0,04/28 18:01:23
38989000,0.0887,0,04/28 18:01:23
38988000,0.0083,0,04/28 18:01:23
38986000,0.0402,0,04/28 18:01:23
39000000,0.5367,1,04/28 18:01:23
39001000,0.0054,1,04/28 18:01:23
39004000,0.1096,1,04/28 18:01:23
39005000,0.0317,1,04/28 18:01:23
39006000,0.0836,1,04/28 18:01:23
38991000,0.093,0,04/28 18:01:24
38990000,0.0864,0,04/28 18:01:24
38989000,0.0887,0,04/28 18:01:24
38988000,0.0083,0,04/28 18:01:24
38986000,0.0402,0,04/28 18:01:24
39000000,0.5367,1,04/28 18:01:24
39001000,0.0054,1,04/28 18:01:24
39004000,0.1096,1,04/28 18:01:24
39005000,0.0317,1,04/28 18:01:24
39006000,0.0836,1,04/28 18:01:24
38995000,0.1185,0,04/28 18:01:25
38993000,0.1578,0,04/28 18:01:25
38991000,0.093,0,04/28 18:01:25
38990000,0.0864,0,04/28 18:01:25
38989000,0.1313,0,04/28 18:01:25
39000000,0.5332,1,04/28 18:01:25
39004000,0.0522,1,04/28 18:01:25
39005000,0.0317,1,04/28 18:01:25
39008000,0.0507,1,04/28 18:01:25
39009000,0.0647,1,04/28 18:01:25
38995000,0.1185,0,04/28 18:01:26
38993000,0.1578,0,04/28 18:01:26
38991000,0.0576,0,04/28 18:01:26
38990000,0.0864,0,04/28 18:01:26
38989000,0.1313,0,04/28 18:01:26
39000000,0.5372,1,04/28 18:01:26
39004000,0.0522,1,04/28 18:01:26
39005000,0.0317,1,04/28 18:01:26
39008000,0.0507,1,04/28 18:01:26
39010000,0.043,1,04/28 18:01:26
38995000,0.0347,0,04/28 18:01:27
38993000,0.1182,0,04/28 18:01:27
38991000,0.0576,0,04/28 18:01:27
38990000,0.0864,0,04/28 18:01:27
38989000,0.1313,0,04/28 18:01:27
39000000,0.5372,1,04/28 18:01:27
39004000,0.0522,1,04/28 18:01:27
39005000,0.0317,1,04/28 18:01:27
39008000,0.1391,1,04/28 18:01:27
39010000,0.043,1,04/28 18:01:27
38997000,0.1246,0,04/28 18:01:28
38995000,0.0603,0,04/28 18:01:28
38993000,0.1182,0,04/28 18:01:28
38991000,0.0967,0,04/28 18:01:28
38990000,0.0864,0,04/28 18:01:28
39000000,0.1938,1,04/28 18:01:28
39004000,0.0522,1,04/28 18:01:28
39005000,0.0317,1,04/28 18:01:28
39011000,0.0054,1,04/28 18:01:28
39013000,0.4007,1,04/28 18:01:28
39004000,0.1869,0,04/28 18:01:29
39002000,0.1527,0,04/28 18:01:29
39001000,0.0953,0,04/28 18:01:29
39000000,0.38,0,04/28 18:01:29
38999000,0.0888,0,04/28 18:01:29
39013000,0.3274,1,04/28 18:01:29
39014000,0.0568,1,04/28 18:01:29
39017000,0.0439,1,04/28 18:01:29
39019000,0.0485,1,04/28 18:01:29
39020000,0.005,1,04/28 18:01:29
39004000,0.1869,0,04/28 18:01:30
39002000,0.0877,0,04/28 18:01:30
39001000,0.0953,0,04/28 18:01:30
39000000,0.38,0,04/28 18:01:30
38999000,0.0888,0,04/28 18:01:30
39013000,0.3274,1,04/28 18:01:30
39014000,0.0568,1,04/28 18:01:30
39017000,0.0439,1,04/28 18:01:30
39019000,0.0485,1,04/28 18:01:30
39020000,0.0895,1,04/28 18:01:30
39004000,0.1869,0,04/28 18:01:32
39002000,0.0877,0,04/28 18:01:32
39000000,0.38,0,04/28 18:01:32
38999000,0.0888,0,04/28 18:01:32
38997000,0.084,0,04/28 18:01:32
39013000,0.3274,1,04/28 18:01:32
39014000,0.0568,1,04/28 18:01:32
39017000,0.0439,1,04/28 18:01:32
39019000,0.0485,1,04/28 18:01:32
39020000,0.0895,1,04/28 18:01:32
39004000,0.1024,0,04/28 18:01:33
39002000,0.0877,0,04/28 18:01:33
39000000,0.1862,0,04/28 18:01:33
38999000,0.0888,0,04/28 18:01:33
38997000,0.084,0,04/28 18:01:33
39013000,0.3274,1,04/28 18:01:33
39014000,0.0568,1,04/28 18:01:33
39016000,0.0892,1,04/28 18:01:33
39017000,0.0439,1,04/28 18:01:33
39019000,0.0485,1,04/28 18:01:33
39004000,0.0624,0,04/28 18:01:34
39002000,0.0877,0,04/28 18:01:34
39000000,0.2241,0,04/28 18:01:34
38999000,0.0888,0,04/28 18:01:34
38997000,0.084,0,04/28 18:01:34
39013000,0.3274,1,04/28 18:01:34
39014000,0.0568,1,04/28 18:01:34
39016000,0.0892,1,04/28 18:01:34
39017000,0.0439,1,04/28 18:01:34
39019000,0.0485,1,04/28 18:01:34
39000000,0.043,0,04/28 18:01:35
38999000,0.0888,0,04/28 18:01:35
38997000,0.084,0,04/28 18:01:35
38996000,0.0085,0,04/28 18:01:35
38993000,0.0049,0,04/28 18:01:35
39013000,0.4157,1,04/28 18:01:35
39014000,0.0568,1,04/28 18:01:35
39015000,0.0322,1,04/28 18:01:35
39016000,0.0892,1,04/28 18:01:35
39017000,0.0439,1,04/28 18:01:35
39000000,0.1065,0,04/28 18:01:36
38999000,0.0888,0,04/28 18:01:36
38997000,0.1225,0,04/28 18:01:36
38996000,0.0085,0,04/28 18:01:36
38995000,0.0574,0,04/28 18:01:36
39013000,0.4157,1,04/28 18:01:36
39014000,0.0568,1,04/28 18:01:36
39015000,0.0322,1,04/28 18:01:36
39016000,0.0892,1,04/28 18:01:36
39017000,0.0439,1,04/28 18:01:36
39000000,0.1065,0,04/28 18:01:37
38999000,0.0888,0,04/28 18:01:37
38997000,0.1225,0,04/28 18:01:37
38996000,0.0085,0,04/28 18:01:37
38995000,0.0574,0,04/28 18:01:37
39004000,0.0009,1,04/28 18:01:37
39013000,0.4157,1,04/28 18:01:37
39014000,0.0568,1,04/28 18:01:37
39015000,0.0966,1,04/28 18:01:37
39016000,0.0892,1,04/28 18:01:37
39000000,0.1065,0,04/28 18:01:38
38999000,0.0888,0,04/28 18:01:38
38997000,0.1225,0,04/28 18:01:38
38996000,0.0085,0,04/28 18:01:38
38995000,0.0574,0,04/28 18:01:38
39004000,0.0009,1,04/28 18:01:38
39013000,0.4157,1,04/28 18:01:38
39014000,0.0568,1,04/28 18:01:38
39015000,0.0966,1,04/28 18:01:38
39016000,0.0892,1,04/28 18:01:38
39000000,0.1065,0,04/28 18:01:39
38999000,0.0888,0,04/28 18:01:39
38997000,0.1225,0,04/28 18:01:39
38996000,0.0085,0,04/28 18:01:39
38995000,0.0574,0,04/28 18:01:39
39004000,0.0009,1,04/28 18:01:39
39013000,0.4157,1,04/28 18:01:39
39014000,0.0568,1,04/28 18:01:39
39015000,0.0966,1,04/28 18:01:39
39016000,0.0892,1,04/28 18:01:39
39000000,0.1065,0,04/28 18:01:40
38999000,0.0888,0,04/28 18:01:40
38997000,0.1225,0,04/28 18:01:40
38996000,0.0085,0,04/28 18:01:40
38995000,0.0574,0,04/28 18:01:40
39004000,0.0009,1,04/28 18:01:40
39013000,0.4157,1,04/28 18:01:40
39014000,0.0568,1,04/28 18:01:40
39015000,0.0966,1,04/28 18:01:40
39016000,0.0892,1,04/28 18:01:40
39000000,0.1065,0,04/28 18:01:41
38999000,0.0888,0,04/28 18:01:41
38997000,0.1225,0,04/28 18:01:41
38996000,0.0085,0,04/28 18:01:41
38995000,0.0574,0,04/28 18:01:41
39004000,0.0009,1,04/28 18:01:41
39013000,0.4157,1,04/28 18:01:41
39014000,0.0568,1,04/28 18:01:41
39015000,0.0966,1,04/28 18:01:41
39016000,0.0892,1,04/28 18:01:41
39000000,0.1065,0,04/28 18:01:42
38999000,0.0888,0,04/28 18:01:42
38997000,0.1225,0,04/28 18:01:42
38996000,0.0085,0,04/28 18:01:42
38995000,0.0574,0,04/28 18:01:42
39004000,0.001,1,04/28 18:01:42
39013000,0.4157,1,04/28 18:01:42
39014000,0.0568,1,04/28 18:01:42
39015000,0.0966,1,04/28 18:01:42
39016000,0.0892,1,04/28 18:01:42
39000000,0.1065,0,04/28 18:01:43
38999000,0.0888,0,04/28 18:01:43
38997000,0.1225,0,04/28 18:01:43
38996000,0.0085,0,04/28 18:01:43
38995000,0.0574,0,04/28 18:01:43
39004000,0.001,1,04/28 18:01:43
39013000,0.4157,1,04/28 18:01:43
39014000,0.0568,1,04/28 18:01:43
39015000,0.0966,1,04/28 18:01:43
39016000,0.0892,1,04/28 18:01:43
39000000,0.1065,0,04/28 18:01:44
38999000,0.0888,0,04/28 18:01:44
38997000,0.1225,0,04/28 18:01:44
38996000,0.0085,0,04/28 18:01:44
38995000,0.0574,0,04/28 18:01:44
39004000,0.001,1,04/28 18:01:44
39013000,0.4157,1,04/28 18:01:44
39014000,0.0568,1,04/28 18:01:44
39015000,0.0966,1,04/28 18:01:44
39016000,0.0892,1,04/28 18:01:44
39000000,0.1065,0,04/28 18:01:45
38999000,0.0888,0,04/28 18:01:45
38997000,0.1225,0,04/28 18:01:45
38996000,0.0085,0,04/28 18:01:45
38995000,0.0574,0,04/28 18:01:45
39004000,0.001,1,04/28 18:01:45
39013000,0.4157,1,04/28 18:01:45
39014000,0.0568,1,04/28 18:01:45
39015000,0.0966,1,04/28 18:01:45
39016000,0.0892,1,04/28 18:01:45
39000000,0.2065,0,04/28 18:01:46
38999000,0.0888,0,04/28 18:01:46
38997000,0.1225,0,04/28 18:01:46
38996000,0.0085,0,04/28 18:01:46
38995000,0.0574,0,04/28 18:01:46
39004000,0.001,1,04/28 18:01:46
39013000,0.4157,1,04/28 18:01:46
39014000,0.0568,1,04/28 18:01:46
39015000,0.0966,1,04/28 18:01:46
39016000,0.0892,1,04/28 18:01:46
39000000,0.2065,0,04/28 18:01:47
38999000,0.0888,0,04/28 18:01:47
38997000,0.1225,0,04/28 18:01:47
38996000,0.0085,0,04/28 18:01:47
38995000,0.0574,0,04/28 18:01:47
39004000,0.001,1,04/28 18:01:47
39013000,0.4157,1,04/28 18:01:47
39014000,0.0568,1,04/28 18:01:47
39015000,0.0966,1,04/28 18:01:47
39016000,0.0892,1,04/28 18:01:47
39000000,0.1635,0,04/28 18:01:49
38999000,0.0888,0,04/28 18:01:49
38997000,0.084,0,04/28 18:01:49
38996000,0.0085,0,04/28 18:01:49
38995000,0.0574,0,04/28 18:01:49
39004000,0.001,1,04/28 18:01:49
39013000,0.4157,1,04/28 18:01:49
39014000,0.0568,1,04/28 18:01:49
39015000,0.0966,1,04/28 18:01:49
39016000,0.0892,1,04/28 18:01:49
39000000,0.1635,0,04/28 18:01:50
38999000,0.0888,0,04/28 18:01:50
38997000,0.084,0,04/28 18:01:50
38996000,0.0085,0,04/28 18:01:50
38995000,0.0574,0,04/28 18:01:50
39004000,0.001,1,04/28 18:01:50
39013000,0.4157,1,04/28 18:01:50
39014000,0.0568,1,04/28 18:01:50
39015000,0.0966,1,04/28 18:01:50
39016000,0.0892,1,04/28 18:01:50
39001000,0.0432,0,04/28 18:01:51
39000000,0.1635,0,04/28 18:01:51
38999000,0.0888,0,04/28 18:01:51
38997000,0.084,0,04/28 18:01:51
38996000,0.0085,0,04/28 18:01:51
39004000,0.001,1,04/28 18:01:51
39013000,0.4157,1,04/28 18:01:51
39014000,0.0568,1,04/28 18:01:51
39015000,0.0966,1,04/28 18:01:51
39016000,0.0892,1,04/28 18:01:51
39001000,0.0432,0,04/28 18:01:52
39000000,0.1635,0,04/28 18:01:52
38999000,0.0888,0,04/28 18:01:52
38997000,0.084,0,04/28 18:01:52
38996000,0.0085,0,04/28 18:01:52
39004000,0.001,1,04/28 18:01:52
39013000,0.4157,1,04/28 18:01:52
39014000,0.0568,1,04/28 18:01:52
39015000,0.0966,1,04/28 18:01:52
39016000,0.0892,1,04/28 18:01:52
39001000,0.0432,0,04/28 18:01:53
39000000,0.1635,0,04/28 18:01:53
38999000,0.0888,0,04/28 18:01:53
38997000,0.084,0,04/28 18:01:53
38996000,0.0085,0,04/28 18:01:53
39004000,0.001,1,04/28 18:01:53
39013000,0.4157,1,04/28 18:01:53
39014000,0.0568,1,04/28 18:01:53
39015000,0.0966,1,04/28 18:01:53
39016000,0.0892,1,04/28 18:01:53
39001000,0.0432,0,04/28 18:01:54
39000000,0.0635,0,04/28 18:01:54
38999000,0.0888,0,04/28 18:01:54
38997000,0.084,0,04/28 18:01:54
38996000,0.0085,0,04/28 18:01:54
39004000,0.001,1,04/28 18:01:54
39013000,0.4157,1,04/28 18:01:54
39014000,0.0568,1,04/28 18:01:54
39015000,0.0966,1,04/28 18:01:54
39016000,0.0892,1,04/28 18:01:54
39001000,0.0432,0,04/28 18:01:55
39000000,0.0635,0,04/28 18:01:55
38999000,0.0888,0,04/28 18:01:55
38997000,0.084,0,04/28 18:01:55
38996000,0.0085,0,04/28 18:01:55
39004000,0.001,1,04/28 18:01:55
39013000,0.4157,1,04/28 18:01:55
39014000,0.0568,1,04/28 18:01:55
39015000,0.0966,1,04/28 18:01:55
39016000,0.0892,1,04/28 18:01:55
39001000,0.0432,0,04/28 18:01:56
39000000,0.0635,0,04/28 18:01:56
38999000,0.0888,0,04/28 18:01:56
38997000,0.084,0,04/28 18:01:56
38996000,0.0085,0,04/28 18:01:56
39004000,0.001,1,04/28 18:01:56
39013000,0.4157,1,04/28 18:01:56
39014000,0.0568,1,04/28 18:01:56
39015000,0.0966,1,04/28 18:01:56
39016000,0.0892,1,04/28 18:01:56
39001000,0.0432,0,04/28 18:01:57
39000000,0.0635,0,04/28 18:01:57
38999000,0.0888,0,04/28 18:01:57
38997000,0.084,0,04/28 18:01:57
38996000,0.0085,0,04/28 18:01:57
39004000,0.001,1,04/28 18:01:57
39013000,0.4157,1,04/28 18:01:57
39014000,0.0568,1,04/28 18:01:57
39015000,0.0966,1,04/28 18:01:57
39016000,0.0892,1,04/28 18:01:57
39001000,0.0432,0,04/28 18:01:58
39000000,0.0635,0,04/28 18:01:58
38999000,0.0888,0,04/28 18:01:58
38997000,0.084,0,04/28 18:01:58
38996000,0.0085,0,04/28 18:01:58
39004000,0.001,1,04/28 18:01:58
39013000,0.4157,1,04/28 18:01:58
39014000,0.0568,1,04/28 18:01:58
39015000,0.0966,1,04/28 18:01:58
39016000,0.0892,1,04/28 18:01:58
39003000,0.1045,0,04/28 18:01:59
39001000,0.0432,0,04/28 18:01:59
39000000,0.0635,0,04/28 18:01:59
38999000,0.1362,0,04/28 18:01:59
38997000,0.084,0,04/28 18:01:59
39013000,0.3114,1,04/28 18:01:59
39015000,0.0322,1,04/28 18:01:59
39016000,0.0892,1,04/28 18:01:59
39017000,0.0439,1,04/28 18:01:59
39019000,0.11,1,04/28 18:01:59
39006000,0.0877,0,04/28 18:02:00
39005000,0.0202,0,04/28 18:02:00
39004000,0.0604,0,04/28 18:02:00
39003000,0.1045,0,04/28 18:02:00
39001000,0.0616,0,04/28 18:02:00
39013000,0.29,1,04/28 18:02:00
39015000,0.0322,1,04/28 18:02:00
39019000,0.0485,1,04/28 18:02:00
39020000,0.0895,1,04/28 18:02:00
39024000,0.115,1,04/28 18:02:00
39006000,0.0877,0,04/28 18:02:01
39005000,0.0202,0,04/28 18:02:01
39004000,0.0604,0,04/28 18:02:01
39003000,0.1045,0,04/28 18:02:01
39001000,0.0616,0,04/28 18:02:01
39013000,0.29,1,04/28 18:02:01
39015000,0.0322,1,04/28 18:02:01
39019000,0.0485,1,04/28 18:02:01
39020000,0.0895,1,04/28 18:02:01
39022000,0.0643,1,04/28 18:02:01
39006000,0.0877,0,04/28 18:02:02
39005000,0.0202,0,04/28 18:02:02
39004000,0.0604,0,04/28 18:02:02
39003000,0.1045,0,04/28 18:02:02
39001000,0.0616,0,04/28 18:02:02
39013000,0.29,1,04/28 18:02:02
39015000,0.0322,1,04/28 18:02:02
39019000,0.0485,1,04/28 18:02:02
39020000,0.0895,1,04/28 18:02:02
39022000,0.0643,1,04/28 18:02:02
39006000,0.0877,0,04/28 18:02:03
39005000,0.0202,0,04/28 18:02:03
39004000,0.0604,0,04/28 18:02:03
39003000,0.1045,0,04/28 18:02:03
39001000,0.0616,0,04/28 18:02:03
39013000,0.29,1,04/28 18:02:03
39015000,0.0322,1,04/28 18:02:03
39019000,0.0485,1,04/28 18:02:03
39020000,0.0895,1,04/28 18:02:03
39022000,0.0643,1,04/28 18:02:03
39006000,0.0877,0,04/28 18:02:04
39005000,0.0202,0,04/28 18:02:04
39004000,0.0604,0,04/28 18:02:04
39003000,0.1045,0,04/28 18:02:04
39001000,0.0616,0,04/28 18:02:04
39013000,0.29,1,04/28 18:02:04
39015000,0.0322,1,04/28 18:02:04
39019000,0.0485,1,04/28 18:02:04
39020000,0.0895,1,04/28 18:02:04
39022000,0.0643,1,04/28 18:02:04
39006000,0.0876,0,04/28 18:02:06
39005000,0.0202,0,04/28 18:02:06
39004000,0.0604,0,04/28 18:02:06
39003000,0.1045,0,04/28 18:02:06
39001000,0.0616,0,04/28 18:02:06
39013000,0.2212,1,04/28 18:02:06
39015000,0.0322,1,04/28 18:02:06
39019000,0.0485,1,04/28 18:02:06
39020000,0.0895,1,04/28 18:02:06
39022000,0.0643,1,04/28 18:02:06
39006000,0.0876,0,04/28 18:02:07
39005000,0.0202,0,04/28 18:02:07
39004000,0.0604,0,04/28 18:02:07
39003000,0.1045,0,04/28 18:02:07
39001000,0.0616,0,04/28 18:02:07
39013000,0.2212,1,04/28 18:02:07
39015000,0.0322,1,04/28 18:02:07
39019000,0.0485,1,04/28 18:02:07
39020000,0.0895,1,04/28 18:02:07
39022000,0.0643,1,04/28 18:02:07
39008000,0.0636,0,04/28 18:02:08
39007000,0.0089,0,04/28 18:02:08
39006000,0.0876,0,04/28 18:02:08
39005000,0.0202,0,04/28 18:02:08
39004000,0.0604,0,04/28 18:02:08
39013000,0.1998,1,04/28 18:02:08
39015000,0.0322,1,04/28 18:02:08
39019000,0.0485,1,04/28 18:02:08
39020000,0.0895,1,04/28 18:02:08
39022000,0.0643,1,04/28 18:02:08
39008000,0.0636,0,04/28 18:02:09
39007000,0.0089,0,04/28 18:02:09
39006000,0.0876,0,04/28 18:02:09
39005000,0.0202,0,04/28 18:02:09
39003000,0.1045,0,04/28 18:02:09
39013000,0.1998,1,04/28 18:02:09
39015000,0.0322,1,04/28 18:02:09
39019000,0.0485,1,04/28 18:02:09
39020000,0.0895,1,04/28 18:02:09
39022000,0.0643,1,04/28 18:02:09
39008000,0.0636,0,04/28 18:02:10
39007000,0.0089,0,04/28 18:02:10
39006000,0.0876,0,04/28 18:02:10
39005000,0.0202,0,04/28 18:02:10
39003000,0.1045,0,04/28 18:02:10
39013000,0.1998,1,04/28 18:02:10
39015000,0.0322,1,04/28 18:02:10
39019000,0.0485,1,04/28 18:02:10
39020000,0.0895,1,04/28 18:02:10
39022000,0.0643,1,04/28 18:02:10
39008000,0.0636,0,04/28 18:02:11
39007000,0.0089,0,04/28 18:02:11
39006000,0.0876,0,04/28 18:02:11
39005000,0.0202,0,04/28 18:02:11
39003000,0.1045,0,04/28 18:02:11
39013000,0.1998,1,04/28 18:02:11
39015000,0.0322,1,04/28 18:02:11
39020000,0.0895,1,04/28 18:02:11
39022000,0.0643,1,04/28 18:02:11
39024000,0.115,1,04/28 18:02:11
39009000,0.0842,0,04/28 18:02:12
39008000,0.0636,0,04/28 18:02:12
39007000,0.0089,0,04/28 18:02:12
39006000,0.0876,0,04/28 18:02:12
39005000,0.0202,0,04/28 18:02:12
39013000,0.1998,1,04/28 18:02:12
39020000,0.005,1,04/28 18:02:12
39022000,0.0643,1,04/28 18:02:12
39024000,0.115,1,04/28 18:02:12
39026000,0.0553,1,04/28 18:02:12
39009000,0.0842,0,04/28 18:02:13
39008000,0.0636,0,04/28 18:02:13
39007000,0.0089,0,04/28 18:02:13
39006000,0.0876,0,04/28 18:02:13
39005000,0.0202,0,04/28 18:02:13
39013000,0.1998,1,04/28 18:02:13
39020000,0.005,1,04/28 18:02:13
39022000,0.0643,1,04/28 18:02:13
39024000,0.115,1,04/28 18:02:13
39026000,0.0553,1,04/28 18:02:13
39008000,0.0636,0,04/28 18:02:14
39007000,0.0089,0,04/28 18:02:14
39006000,0.0876,0,04/28 18:02:14
39005000,0.0202,0,04/28 18:02:14
39003000,0.1045,0,04/28 18:02:14
39013000,0.1998,1,04/28 18:02:14
39020000,0.005,1,04/28 18:02:14
39021000,0.0832,1,04/28 18:02:14
39022000,0.0643,1,04/28 18:02:14
39024000,0.115,1,04/28 18:02:14
39008000,0.0636,0,04/28 18:02:15
39007000,0.0089,0,04/28 18:02:15
39006000,0.0876,0,04/28 18:02:15
39005000,0.0202,0,04/28 18:02:15
39003000,0.1045,0,04/28 18:02:15
39013000,0.1998,1,04/28 18:02:15
39020000,0.005,1,04/28 18:02:15
39021000,0.0832,1,04/28 18:02:15
39022000,0.0643,1,04/28 18:02:15
39024000,0.115,1,04/28 18:02:15
39008000,0.0636,0,04/28 18:02:16
39007000,0.0089,0,04/28 18:02:16
39006000,0.0876,0,04/28 18:02:16
39005000,0.0202,0,04/28 18:02:16
39003000,0.1045,0,04/28 18:02:16
39013000,0.1998,1,04/28 18:02:16
39020000,0.005,1,04/28 18:02:16
39021000,0.0832,1,04/28 18:02:16
39022000,0.0643,1,04/28 18:02:16
39024000,0.115,1,04/28 18:02:16
39008000,0.0636,0,04/28 18:02:17
39007000,0.0089,0,04/28 18:02:17
39006000,0.0876,0,04/28 18:02:17
39005000,0.0202,0,04/28 18:02:17
39003000,0.1045,0,04/28 18:02:17
39013000,0.1998,1,04/28 18:02:17
39020000,0.005,1,04/28 18:02:17
39021000,0.0832,1,04/28 18:02:17
39022000,0.0643,1,04/28 18:02:17
39024000,0.115,1,04/28 18:02:17
39008000,0.0636,0,04/28 18:02:18
39007000,0.0089,0,04/28 18:02:18
39006000,0.0876,0,04/28 18:02:18
39005000,0.0202,0,04/28 18:02:18
39003000,0.1045,0,04/28 18:02:18
39013000,0.1998,1,04/28 18:02:18
39020000,0.005,1,04/28 18:02:18
39021000,0.0832,1,04/28 18:02:18
39022000,0.0643,1,04/28 18:02:18
39024000,0.115,1,04/28 18:02:18
39008000,0.0636,0,04/28 18:02:19
39006000,0.0876,0,04/28 18:02:19
39003000,0.1045,0,04/28 18:02:19
39001000,0.1116,0,04/28 18:02:19
39000000,0.0039,0,04/28 18:02:19
39013000,0.1998,1,04/28 18:02:19
39018000,0.0848,1,04/28 18:02:19
39020000,0.0134,1,04/28 18:02:19
39021000,0.0832,1,04/28 18:02:19
39022000,0.0643,1,04/28 18:02:19
39008000,0.0636,0,04/28 18:02:20
39006000,0.0876,0,04/28 18:02:20
39003000,0.1045,0,04/28 18:02:20
39001000,0.1116,0,04/28 18:02:20
39000000,0.0039,0,04/28 18:02:20
39013000,0.1998,1,04/28 18:02:20
39018000,0.0848,1,04/28 18:02:20
39020000,0.0134,1,04/28 18:02:20
39021000,0.0832,1,04/28 18:02:20
39022000,0.0643,1,04/28 18:02:20
39008000,0.0636,0,04/28 18:02:22
39006000,0.0876,0,04/28 18:02:22
39003000,0.1045,0,04/28 18:02:22
39001000,0.1116,0,04/28 18:02:22
39000000,0.0039,0,04/28 18:02:22
39013000,0.1998,1,04/28 18:02:22
39018000,0.0848,1,04/28 18:02:22
39020000,0.0134,1,04/28 18:02:22
39021000,0.0832,1,04/28 18:02:22
39022000,0.0643,1,04/28 18:02:22
